Algoritmo,Modo,Tamanho,Tipo_de_Dados,Profundidade,Num_Threads_Estimado,Num_Threads_Utilizadas,Amostra,Tempo_ms,Cpu_Count,Timestamp
MergeSort,Paralela,100000,duplicates,2,4,4,1,4,452900,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,duplicates,2,4,4,2,6,479900,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,duplicates,2,4,4,3,4,604500,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,duplicates,2,4,4,4,4,361900,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,duplicates,2,4,4,5,5,550600,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,duplicates,3,8,8,1,5,809200,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,duplicates,3,8,8,2,4,572200,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,duplicates,3,8,8,3,5,214900,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,duplicates,3,8,8,4,5,603600,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,duplicates,3,8,8,5,4,513200,16,Mon Nov 03 16:37:50 GMT-03:00 2025
