Algoritmo,Modo,Tamanho,Tipo_de_Dados,Profundidade,Num_Threads_Estimado,Num_Threads_Utilizadas,Amostra,Tempo_ms,Cpu_Count,Timestamp
BubbleSort,Serial,5000,sorted,0,1,1,1,0.2352,16,2025-10-26 14:20:58
BubbleSort,Serial,5000,sorted,0,1,1,2,0.2366,16,2025-10-26 14:20:58
BubbleSort,Serial,5000,sorted,0,1,1,3,0.2394,16,2025-10-26 14:20:58
BubbleSort,Serial,5000,sorted,0,1,1,4,0.2404,16,2025-10-26 14:20:58
BubbleSort,Serial,5000,sorted,0,1,1,5,0.2332,16,2025-10-26 14:20:58
BubbleSort,Paralela,5000,sorted,1,2,2,1,1.4254,16,2025-10-26 14:20:58
BubbleSort,Paralela,5000,sorted,1,2,2,2,1.3623,16,2025-10-26 14:20:58
BubbleSort,Paralela,5000,sorted,1,2,2,3,1.5656,16,2025-10-26 14:20:58
BubbleSort,Paralela,5000,sorted,1,2,2,4,1.5118,16,2025-10-26 14:20:58
BubbleSort,Paralela,5000,sorted,1,2,2,5,1.6896,16,2025-10-26 14:20:58
BubbleSort,Paralela,5000,sorted,2,4,4,1,2.4066,16,2025-10-26 14:20:58
BubbleSort,Paralela,5000,sorted,2,4,4,2,1.8965,16,2025-10-26 14:20:58
BubbleSort,Paralela,5000,sorted,2,4,4,3,2.3874,16,2025-10-26 14:20:58
BubbleSort,Paralela,5000,sorted,2,4,4,4,2.4893,16,2025-10-26 14:20:58
BubbleSort,Paralela,5000,sorted,2,4,4,5,2.4459,16,2025-10-26 14:20:58
BubbleSort,Paralela,5000,sorted,3,8,8,1,2.7309,16,2025-10-26 14:20:58
BubbleSort,Paralela,5000,sorted,3,8,8,2,3.8433,16,2025-10-26 14:20:58
BubbleSort,Paralela,5000,sorted,3,8,8,3,3.0082,16,2025-10-26 14:20:58
BubbleSort,Paralela,5000,sorted,3,8,8,4,3.0835,16,2025-10-26 14:20:58
BubbleSort,Paralela,5000,sorted,3,8,8,5,3.2598,16,2025-10-26 14:20:58
BubbleSort,Serial,5000,reversed,0,1,1,1,1522.4222,16,2025-10-26 14:21:00
BubbleSort,Serial,5000,reversed,0,1,1,2,1508.3554,16,2025-10-26 14:21:01
BubbleSort,Serial,5000,reversed,0,1,1,3,1415.7808,16,2025-10-26 14:21:03
BubbleSort,Serial,5000,reversed,0,1,1,4,1590.7009,16,2025-10-26 14:21:04
BubbleSort,Serial,5000,reversed,0,1,1,5,1516.027,16,2025-10-26 14:21:06
BubbleSort,Paralela,5000,reversed,1,2,2,1,739.5058,16,2025-10-26 14:21:07
BubbleSort,Paralela,5000,reversed,1,2,2,2,690.8437,16,2025-10-26 14:21:07
BubbleSort,Paralela,5000,reversed,1,2,2,3,721.0036,16,2025-10-26 14:21:08
BubbleSort,Paralela,5000,reversed,1,2,2,4,678.535,16,2025-10-26 14:21:09
BubbleSort,Paralela,5000,reversed,1,2,2,5,686.7093,16,2025-10-26 14:21:09
BubbleSort,Paralela,5000,reversed,2,4,4,1,328.0169,16,2025-10-26 14:21:10
BubbleSort,Paralela,5000,reversed,2,4,4,2,330.4575,16,2025-10-26 14:21:10
BubbleSort,Paralela,5000,reversed,2,4,4,3,316.4286,16,2025-10-26 14:21:10
